Date,ETF_Price,ETF_Return,ETF_Volatility,Underlying_Price,Underlying_Volatility,Call_Price,Vega,Delta,Gamma,Theta,Covered_Call_Premium,Covered_Call_Vega,Volatility_Spread,Option_Yield,Call_Price_Change,Vega_Change,Volatility_Change
2025-06-26 00:00:00-04:00,27.12890625,0.0046626667181828285,0.27659942711168295,155.02000427246094,0.2896684298011564,5.416137336092149,0.17664597133390403,0.5342906987170346,0.030874411817968482,-0.09482491901059173,2.7080686680460744,0.08832298566695201,-0.013069002689473475,0.017469156195392768,,,
2025-06-27 00:00:00-04:00,27.470378875732422,0.012587039911807096,0.2547018629470528,157.75,0.27695376016033163,5.282965814617953,0.17975337343315467,0.5343789672451424,0.03173238081708379,-0.09271390212414243,2.6414829073089763,0.08987668671657734,-0.022251897213278804,0.01674474109229145,-0.0245879144509068,0.017591129170882125,-0.04389387428085556
2025-06-30 00:00:00-04:00,27.556224822998047,0.0031250368862389966,0.22124125008245127,157.99000549316406,0.24411857712202814,4.699915214889103,0.18000242611088715,0.5349984686863128,0.03594097960699957,-0.08307793642800139,2.3499576074445514,0.09000121305544358,-0.022877327039576872,0.014874090295200539,-0.11036425753798185,0.001385524360270729,-0.11855835797027936
2025-07-01 00:00:00-04:00,26.60296630859375,-0.03459321879275423,0.26386932568140226,153.3000030517578,0.2756169177915371,5.110585434592039,0.17468216230822475,0.5343926040553718,0.03281179354221397,-0.08971221352176428,2.5552927172960196,0.08734108115411238,-0.011747592110134819,0.016668575775783193,0.08737821873934082,-0.029556622750100847,0.12902885573416967
2025-07-02 00:00:00-04:00,27.424837112426758,0.030893953489972814,0.26863237237102644,157.25,0.27337114212844066,5.202026683544318,0.17918213287253765,0.5344174896368269,0.03225019434621124,-0.09135810598258888,2.601013341772159,0.08959106643626882,-0.0047387697574142185,0.016540625384878594,0.017892519384049566,0.0257609048620131,-0.008148177844420346
2025-07-03 00:00:00-04:00,27.849681854248047,0.015491240297240694,0.27084406869958855,159.33999633789062,0.27473503364550234,5.295929727496116,0.1815642352982861,0.5344020783396684,0.03166928552686815,-0.09298198321933523,2.647964863748058,0.09078211764914305,-0.0038909649459137885,0.01661833139579644,0.018051242268487977,0.013294307794867954,0.00498915688921131
2025-07-07 00:00:00-04:00,27.705827713012695,-0.005165378261346554,0.26777954280367794,158.24000549316406,0.26939177231774564,5.16302558217599,0.18030824279549673,0.5344678429172481,0.03252147873645855,-0.0907463465569537,2.581512791087995,0.09015412139774837,-0.0016122295140676979,0.01631390736522387,-0.025095526594715922,-0.006917620646632039,-0.019448780364324625
2025-07-08 00:00:00-04:00,28.057025909423828,0.012675968393688786,0.26701095155091126,160.0,0.26905784417385414,5.214362392797938,0.1823135046265736,0.5344724410064766,0.032203629832400764,-0.09165494894901179,2.607181196398969,0.0911567523132868,-0.0020468926229428863,0.016294882477493555,0.009943164101137603,0.011121298727042817,-0.0012395632614110585
2025-07-09 00:00:00-04:00,28.63591957092285,0.020632752144431166,0.2718537597725323,162.8800048828125,0.2722903786681306,5.368215629008304,0.18559685215430854,0.534430364158355,0.03125894904293337,-0.09429717482873971,2.684107814504152,0.09279842607715427,-0.00043661889559831746,0.01647905043001006,0.029505666200505765,0.018009348975327466,0.012014273377540796
2025-07-10 00:00:00-04:00,28.80958366394043,0.006064554434421554,0.2718678159440512,164.10000610351562,0.27214282163319004,5.405665428001285,0.1869869334173889,0.534432167796795,0.03104336499945574,-0.09495783601125617,2.7028327140006425,0.09349346670869445,-0.00027500568913885193,0.016470643592149982,0.00697620989563319,0.007489789007437464,-0.00054191057231745
2025-07-11 00:00:00-04:00,28.954307556152344,0.005023463507841663,0.27018337230536305,164.9199981689453,0.2668465986810702,5.33315047292119,0.18791833564802224,0.5345043810778143,0.03150158841739766,-0.09378596791609894,2.666575236460595,0.09395916782401112,0.0033367736242928547,0.016168901686070446,-0.013414621390452353,0.004981108645459642,-0.01946118924003226
