Date,ETF_Price,ETF_Return,ETF_Volatility,Underlying_Price,Underlying_Volatility,Call_Price,Vega,Delta,Gamma,Theta,Covered_Call_Premium,Covered_Call_Vega,Volatility_Spread,Option_Yield,Call_Price_Change,Vega_Change,Volatility_Change
2025-07-03 00:00:00-04:00,24.09514808654785,0.0035565541764408515,0.53738163971111,403.989990234375,0.5206272727977072,24.742310297871484,0.45977882061416,0.5395934354519657,0.006583433419634896,-0.4227807561581529,12.371155148935742,0.22988941030708,0.01675436691340282,0.030622429881885464,,,
2025-07-07 00:00:00-04:00,23.702913284301758,-0.01627858027007001,0.5295132765745291,395.6700134277344,0.517896775303017,24.109795886064234,0.4503215577515666,0.5394899194755312,0.006757481499830119,-0.41204468138260625,12.054897943032117,0.2251607788757833,0.011616501271512036,0.030467049647253185,-0.025564080483691298,-0.020569157252525505,-0.0052446301554991415
2025-07-08 00:00:00-04:00,23.838478088378906,0.005719330887774543,0.5277295658400312,396.94000244140625,0.5161506125064883,24.108295007101475,0.45177439350735304,0.5394240069139908,0.006758760202815913,-0.41206535641866676,12.054147503550737,0.22588719675367652,0.011578953333542863,0.030367681335745682,-6.225183198771411e-05,0.0032262185337970095,-0.0033716425353431667
2025-07-09 00:00:00-04:00,24.998836517333984,0.04867586028995463,0.529560984734667,415.4100036621094,0.5154780229408246,25.198277371019884,0.4727988766283171,0.5393986787948244,0.006466719003179023,-0.43071434665175645,12.599138685509942,0.23639943831415855,0.014082961793842386,0.03032940606735596,0.045211922435715035,0.046537571458489246,-0.0013030877991165868
2025-07-10 00:00:00-04:00,25.363815307617188,0.014599831077343639,0.5301597537196989,421.739990234375,0.5166526921367399,25.63863104141845,0.47999805433466863,0.5394429359053825,0.006355106350230512,-0.43820807074963014,12.819315520709225,0.23999902716733432,0.013507061582959001,0.030396253183353806,0.017475546598475278,0.015226723374833773,0.002278795881954121
2025-07-11 00:00:00-04:00,25.880477905273438,0.02037006622978721,0.5304520899302946,434.5799865722656,0.5215890024183951,26.66335660215981,0.49458859603359995,0.5396300242845391,0.006108686506093616,-0.4555785129565032,13.331678301079904,0.24729429801679997,0.008863087511899459,0.03067715659488383,0.039968029458591126,0.03039708508642902,0.00955440735485169
2025-07-14 00:00:00-04:00,26.861658096313477,0.037911981170954734,0.5326457000883408,451.0199890136719,0.5240235826233424,27.796986891477587,0.5132867333254242,0.5397229435341622,0.005858537809213052,-0.47487496684870883,13.898493445738794,0.2566433666627121,0.008622117464998413,0.03081569283909828,0.04251641330206524,0.03780543555143745,0.0046676218126897595
2025-07-15 00:00:00-04:00,26.404529571533203,-0.017017881887306463,0.5406390126858555,442.30999755859375,0.5336975367437704,27.74711715707528,0.5033268255226954,0.5400962544397969,0.005865066991260685,-0.4737384559230702,13.87355857853764,0.2516634127613477,0.006941475942085051,0.03136614287516705,-0.0017940697888229051,-0.019404179294098767,0.018460913671096035
2025-07-16 00:00:00-04:00,27.1026554107666,0.026439624206978873,0.5441312691858289,455.8999938964844,0.5384721011380783,28.84734320271326,0.5187669582478098,0.5402828340763955,0.005639512152885106,-0.49238029701902214,14.42367160135663,0.2593834791239049,0.0056591680477505735,0.0316377973118193,0.039651904715349184,0.030676157006096716,0.008946199046446335
2025-07-17 00:00:00-04:00,27.002241134643555,-0.0037049608092333264,0.5373855642143663,451.3399963378906,0.5334578782506019,28.301280685759593,0.5136037306608466,0.5400869290115786,0.005750319875077429,-0.483207013670953,14.150640342879797,0.2568018653304233,0.003927685963764471,0.031352506885487894,-0.01892938677632916,-0.009952884440448062,-0.00931194555275694
